customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C4540,Female,0,No,No,49,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),50.17,2420.69,No
C4541,Female,0,No,No,35,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Mailed check,19.62,643.72,No
C4542,Male,0,Yes,Yes,59,Yes,No,No,Yes,Yes,No,No,Yes,No internet service,One year,No,Electronic check,28.82,1749.06,No
C4543,Female,0,Yes,No,17,Yes,No,No,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),24.92,439.84,No
C4544,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Mailed check,49.62,897.84,Yes
C4545,Male,0,No,No,4,Yes,Yes,No,No,No internet service,No internet service,No,No,No,One year,No,Bank transfer (automatic),86.59,355.06,No
C4546,Male,0,Yes,No,17,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,70.65,1204.21,No
C4547,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),43.4,1731.06,No
C4548,Male,0,Yes,No,0,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,119.87,61.05,Yes
C4549,Female,1,No,Yes,18,No,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,24.7,406.72,No
C4550,Male,0,Yes,No,25,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,81.57,1983.75,No
C4551,Male,1,No,No,28,Yes,Yes,No,No internet service,No,No,No,No internet service,No internet service,Two year,No,Mailed check,99.77,2848.37,Yes
C4552,Male,0,No,No,58,Yes,No,DSL,No,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,115.72,6715.63,No
C4553,Female,0,No,Yes,62,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.15,3381.99,No
C4554,Female,1,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,76.16,4628.95,No
C4555,Female,0,Yes,No,47,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.67,2036.05,Yes
C4556,Male,0,Yes,Yes,61,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,21.43,1250.32,No
C4557,Male,0,No,No,17,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.81,1253.72,No
C4558,Female,1,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,Yes,Electronic check,78.25,5091.12,Yes
C4559,Female,0,No,No,26,No,Yes,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),46.08,1236.6,No
C4560,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),41.7,235.37,Yes
C4561,Female,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.66,3198.02,Yes
C4562,Female,0,No,No,58,No,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.48,4185.24,No
C4563,Female,0,Yes,No,5,No,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,87.41,458.89,No
C4564,Male,0,No,No,30,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,91.51,2772.31,No
C4565,Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,46.26,2469.61,No
C4566,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),105.34,5478.68,No
C4567,Male,0,No,No,40,Yes,No phone service,No,No internet service,No,No,No,No,No internet service,Two year,No,Electronic check,67.5,2617.29,No
C4568,Female,0,No,No,17,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.91,1351.34,No
C4569,Female,0,Yes,No,22,Yes,No,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,41.29,882.76,Yes
C4570,Male,1,No,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),57.08,1944.91,Yes
C4571,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),23.27,633.48,No
C4572,Female,0,No,No,6,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,76.88,485.13,Yes
C4573,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,94.38,1749.7,No
C4574,Male,0,No,No,4,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.44,205.61,Yes
C4575,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.31,876.81,No
C4576,Female,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),103.14,3271.43,No
C4577,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,23.88,844.43,No
C4578,Female,0,No,No,64,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),43.37,2835.33,No
C4579,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,23.1,1475.26,No
C4580,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,58.09,4101.03,No
C4581,Male,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),43.54,3042.88,Yes
C4582,Female,0,No,Yes,40,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,87.62,3554.81,No
C4583,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,26.01,1245.36,No
C4584,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Two year,No,Mailed check,21.43,612.64,No
C4585,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Mailed check,74.4,2855.27,No
C4586,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,94.15,3154.05,Yes
C4587,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,65.77,4310.14,Yes
C4588,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,46.69,2103.47,Yes
C4589,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),68.85,475.27,No
C4590,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),52.51,3516.44,Yes
C4591,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,48.22,1645.99,No
C4592,Male,0,Yes,No,12,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,63.61,794.93,Yes
C4593,Male,0,No,No,72,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),80.63,5764.43,No
C4594,Male,0,No,No,44,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,77.02,3392.33,Yes
C4595,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.04,783.8,Yes
C4596,Female,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,40.26,1593.85,Yes
C4597,Male,1,No,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.72,996.11,No
C4598,Female,0,No,Yes,15,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.69,925.93,No
C4599,Male,1,Yes,No,11,No,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.55,995.32,No
C4600,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,60.25,4022.21,No
C4601,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,119.93,7303.31,No
C4602,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.53,1787.47,No
C4603,Female,1,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.24,1611.72,Yes
C4604,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,117.27,1747.16,No
C4605,Male,0,Yes,Yes,12,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.35,951.05,No
C4606,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.78,7644.05,Yes
C4607,Female,0,No,No,22,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.91,544.98,Yes
C4608,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,74.87,4517.0,No
C4609,Female,1,No,No,30,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,110.66,3321.82,No
C4610,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,84.38,4387.83,No
C4611,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.8,1864.17,Yes
C4612,Male,1,No,No,48,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,119.57,5758.64,Yes
C4613,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,98.79,4634.41,No
C4614,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,46.43,3032.84,No
C4615,Male,0,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.06,2555.97,No
C4616,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,89.76,1066.76,No
C4617,Female,1,Yes,No,37,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),28.85,1136.55,No
C4618,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.54,1105.82,No
C4619,Male,0,No,Yes,28,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),107.2,3021.82,Yes
C4620,Female,0,No,No,44,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,90.19,3946.49,No
C4621,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),61.59,2737.91,No
C4622,Female,0,No,No,38,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,80.53,3099.78,No
C4623,Female,1,No,No,68,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),113.55,7619.91,No
C4624,Female,0,Yes,No,67,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,78.96,5242.36,No
C4625,Female,0,Yes,No,38,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,41.22,1507.38,Yes
C4626,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,86.28,1551.53,No
C4627,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.15,3044.46,No
C4628,Female,0,No,No,34,Yes,No phone service,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.14,2756.2,Yes
C4629,Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.75,608.77,No
C4630,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Electronic check,54.88,2828.24,No
C4631,Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),93.55,3698.53,No
C4632,Male,0,No,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),47.88,1693.23,No
C4633,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,19.5,74.94,No
C4634,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,53.77,3732.67,No
C4635,Female,0,No,No,72,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.95,7613.87,Yes
C4636,Male,0,Yes,No,15,No,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,76.84,1200.89,No
C4637,Male,1,Yes,No,45,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.64,4758.13,No
C4638,Female,0,Yes,No,58,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,31.12,1761.38,No
C4639,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),37.68,1315.21,Yes
C4640,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,34.79,551.41,No
C4641,Male,0,Yes,No,11,Yes,No phone service,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,98.08,1146.75,No
C4642,Male,0,No,No,53,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.44,4370.75,No
C4643,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,52.31,2320.4,Yes
C4644,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,97.63,50.86,Yes
C4645,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.41,834.78,No
C4646,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.79,1587.9,Yes
C4647,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),105.18,62.15,Yes
C4648,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,61.38,4069.78,No
C4649,Male,1,No,No,11,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,94.73,1094.31,No
C4650,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.7,2023.9,No
C4651,Male,0,No,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.58,4257.91,Yes
C4652,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.46,2307.15,No
C4653,Male,0,Yes,No,59,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.46,2860.78,No
C4654,Female,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),45.48,1392.64,No
C4655,Female,0,No,No,57,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.46,2116.9,No
C4656,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),54.37,644.8,No
C4657,Female,0,No,No,28,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.3,1700.36,Yes
C4658,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,31.83,418.43,No
C4659,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.05,4629.73,Yes
C4660,Female,0,Yes,No,53,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),113.67,6065.61,Yes
C4661,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),60.01,1089.6,No
C4662,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),112.37,6445.87,No
C4663,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),61.04,2090.41,No
C4664,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.46,1095.35,Yes
C4665,Female,0,Yes,No,67,No,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,105.63,7062.85,No
C4666,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,109.96,184.49,No
C4667,Female,1,No,Yes,40,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,83.15,3307.33,No
C4668,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),112.1,3796.13,Yes
C4669,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.57,2629.04,No
C4670,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),50.51,1445.23,Yes
C4671,Female,0,Yes,Yes,71,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,7417.2,No
C4672,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.65,3262.56,No
C4673,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.35,5630.86,No
C4674,Male,0,Yes,No,70,Yes,No,No,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,42.31,2941.88,No
C4675,Male,0,No,No,50,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,88.88,4436.72,No
C4676,Female,0,No,No,27,No,Yes,No,Yes,No,No internet service,No,No,Yes,Two year,No,Mailed check,101.48,2744.36,No
C4677,Female,0,No,No,63,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Mailed check,106.55,6634.98,No
C4678,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.44,2185.47,Yes
C4679,Male,0,Yes,No,26,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),48.64,1346.8,Yes
C4680,Male,0,No,No,26,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Two year,No,Credit card (automatic),73.51,1904.37,No
C4681,Female,0,No,No,49,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.56,5668.55,No
C4682,Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),19.05,578.5,Yes
C4683,Female,1,Yes,No,38,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),80.76,3023.2,No
C4684,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.25,1807.53,Yes
C4685,Female,0,Yes,Yes,36,No,No,No,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.9,2282.61,No
C4686,Male,0,No,No,63,Yes,Yes,No,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,26.57,1690.98,No
C4687,Female,0,Yes,No,47,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,52.31,2445.56,No
C4688,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,88.55,1864.77,No
C4689,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,100.79,2951.75,No
C4690,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,75.25,1923.31,No
C4691,Female,0,Yes,Yes,22,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.49,1353.18,No
C4692,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,52.94,153.68,Yes
C4693,Female,1,No,Yes,2,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,110.5,103.14,No
C4694,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,38.15,2268.97,Yes
C4695,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.78,247.61,No
C4696,Female,0,Yes,No,64,No,No phone service,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,32.36,1987.72,No
C4697,Male,1,No,Yes,11,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.76,1315.88,No
C4698,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,47.11,561.11,No
C4699,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.87,1945.49,No
C4700,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.68,2046.36,Yes
C4701,Female,0,Yes,No,72,Yes,No phone service,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),113.28,8100.4,No
C4702,Female,1,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,108.55,3174.34,No
C4703,Female,0,No,No,70,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.27,4667.63,No
C4704,Male,0,Yes,No,12,Yes,Yes,No,No,No,No,Yes,No,No,Two year,No,Mailed check,21.07,278.67,No
C4705,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,110.26,5871.73,No
C4706,Male,0,Yes,No,1,Yes,No,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.19,53.98,Yes
C4707,Female,0,No,Yes,32,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,25.14,882.83,No
C4708,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.09,4006.43,Yes
C4709,Male,0,Yes,No,6,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.49,761.71,No
C4710,Female,0,No,No,17,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,89.04,1462.43,No
C4711,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),70.65,3609.23,No
C4712,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,No,Electronic check,52.89,411.48,No
C4713,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Mailed check,93.48,5039.66,No
C4714,Male,0,No,Yes,42,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,118.74,4935.56,No
C4715,Female,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.2,4820.0,No
C4716,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.48,2076.01,No
C4717,Female,0,No,No,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.12,2068.87,No
C4718,Female,0,Yes,No,8,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.85,815.04,Yes
C4719,Female,0,No,Yes,67,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.15,3831.25,No
C4720,Male,0,Yes,No,38,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.48,3605.95,No
C4721,Male,0,Yes,No,10,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),53.47,536.55,Yes
